N,text,created_at,likes_count,username,user_loc
8868,"""What is happening on Wet’suwet’en territory shows us that reconciliation is dead""

This was published nearly 2 years ago. 

#WetsuwetenStrong 

https://t.co/ZQhZfPWJM1",1462479287651426304,2021-11-21 17:53:28+00:00,0,eritskes,Unceded Quw'utsun territory
8869,"@dcherring There is a real simple solution that the far left will not agree to. Put school vouchers in the BBB. Now we can be the party of choice in education

Problem is the far left really does want to control what is taught in our schools",1462479208161189891,2021-11-21 17:53:09+00:00,0,kozzmoknight,"Memphis, TN"
8870,"Watch ""'This Is Where Things Get Dangerous': Marjorie Taylor Greene Slams Build Back Better Bill"" on YouTube https://t.co/xCkXZKfVdz",1462479191413297155,2021-11-21 17:53:05+00:00,0,Jpl2nd1,
8871,"@pamalama40 @OneMoreD8 @amyklobuchar In Colorado, we’ve capped out of pocket costs for insulin at $100 per month.   The BBB plan would be a Godsend for most people.",1462479167325302785,2021-11-21 17:52:59+00:00,4,RobnBroomfield,
8872,build Back Better Bill Passes! https://t.co/WY2gJ0zNj4,1462479140418985996,2021-11-21 17:52:53+00:00,0,val_muchowski,
8873,Contact Joe Mancin to encourage opposition to massive spending bill passing in Senate https://t.co/uyttRk8mjq,1462479072164986893,2021-11-21 17:52:37+00:00,0,Cookie_vrg,"Houston, TX"
8874,"@Mokurai @AyannaPressley @AliVelshi Yep it is an investment. Just like doing maintenance on a car, house, building or a business- that’s an investment. Except we all benefit from the infrastructure and BBB bills.",1462479050060926977,2021-11-21 17:52:31+00:00,0,sdsuburbia,Earth
8875,@thehill The build [Build Back Better] plan would be paid for if the wealthy pay their share of taxes. PERIOD,1462479049490587649,2021-11-21 17:52:31+00:00,0,sheron_hendrix,
8876,@JacketYella @rocha_earl @ejock @laurenboebert If only we could BUILD BACK BETTER with US products and renewable energy...thereby not depending on your boogie man fear monger https://t.co/QipIEHkwRy,1462478971950583809,2021-11-21 17:52:13+00:00,1,The_Daddy_Cain,"Georgia, USA"
8877,"@WilliamTrotma19 @RayyvanaTTV To be clear, what I’m saying is the move was to block BIF to force Biden to go to pressure Manchin and Sinema. Biden has done very little to build popular support for BBB and then wield it to get it passed.",1462478957866008581,2021-11-21 17:52:09+00:00,1,Miltime8,
8878,Our friends @CenterOnBudget explain how BBB will help more people get by — and why that's good for all of us. https://t.co/JCq9zZL580 https://t.co/3nEzWTadeN,1462478926404632578,2021-11-21 17:52:02+00:00,2,PolicyMattersOH,"Cleveland & Columbus, Ohio"
8879,Flan_Water BBB,1462478903990427648,2021-11-21 17:51:56+00:00,0,lionSS1986,
8880,@TristanSnell I wonder if a rhino would vote for the BBB,1462478896994078725,2021-11-21 17:51:55+00:00,0,michael91141804,tulsa
8881,This must be what “Build Back Better” means? https://t.co/K4kLwLZOmk,1462478842702884864,2021-11-21 17:51:42+00:00,0,karengoodsell,
8882,American we must Pool the middle class and the working poor out of this cycle. I’m saying there should not be no working poor in America. The middle class should not be just hanging on. Yes middle class should not be one or two bills away from being broken. Build back Better.💙🇺🇸,1462478795789811717,2021-11-21 17:51:31+00:00,0,fr02359759,"6619 Hudson st.Baltimore,md 21"
8883,Don’t Fall For Media BS: Build Back Better Is Going To Become Law https://t.co/6KDoF18kpN via @politicususa,1462478785303953409,2021-11-21 17:51:28+00:00,1,ruby_andrewsl,"Chicago, IL 60616"
8884,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/7RfovmTuyQ,1462478740580151301,2021-11-21 17:51:17+00:00,0,xscoutie,London Canada
8885,"The sensible public, the majority of the public don't want this ridiculous woke onslaught thrust upon us.

So why are they pushing it?

I swear it is all part of this build back better agenda 2030 new world order destructive nonsense.",1462478731704950795,2021-11-21 17:51:15+00:00,58,BrexitBassist,
8886,@stebuu @hshaban @maggieNYT They'd water down BBB even further if they didn't lol.,1462478722464993286,2021-11-21 17:51:13+00:00,3,Balkofwalk,
8887,Now we know why Joey pushing this green Build Back Better bs. I'm sure he got a fat payout to some offshore account. https://t.co/xWSTuVasBd,1462478686716837899,2021-11-21 17:51:05+00:00,3,LiberalNblkface,
8888,@elerianm @bopinion How can the fed raise rates with the increased level of debt we will have with the new bbb? They need low rates to pay off interest on the debt . Plus we also have midterms and rate hikes usually mean market collapse and recession.,1462478672326053889,2021-11-21 17:51:01+00:00,0,npkvpgmmn5,
8889,"Capehart and Abernathy on Rittenhouse acquittal, Build Back Better bill https://t.co/weLInaZpkM",1462478667708309512,2021-11-21 17:51:00+00:00,0,Droffo,Budapest
8890,"Tell me, how has Mr. Zhongli been lately? Not bad, you say? Seems he's had no problem acclimating to “mortal” life. He sure had me fooled. Such a fiasco mustn't be so easily forgiven! The only way to reconciliation is fierce combat! What do you mean I'm no match for him? Hahaha..",1462478651149021187,2021-11-21 17:50:56+00:00,1,viosbot,
8891,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/CUPvJsrAt2,1462478635118567425,2021-11-21 17:50:52+00:00,0,gotitcs1,"Indianapolis, IN"
8892,"Please, ⁦@Sen_JoeManchin⁩, you nearly single-handedly have torpedoed the original and later, significantly-reduced proposal from $5.5B to &lt;$2B. And still with no buy-in from the ⁦@GOP⁩. It is well past time for *you* to compromise. “Yea” verily https://t.co/ygnU9SqmpE",1462478634799693824,2021-11-21 17:50:52+00:00,0,paul_ruscher,Lands of the Kalapuya
8893,@GovPritzker @POTUS Build Back Better 🤮🤮🤮🤑🤑🤑,1462478566952562693,2021-11-21 17:50:36+00:00,0,Warrior4Reality,Earth 
8894,"New World Order? Build back better? New normal?

https://t.co/iVniCJtxdT https://t.co/w1sEcqBT5g",1462478551547101190,2021-11-21 17:50:32+00:00,0,VoisinSt,Je vous laisse deviner!
8895,@amyklobuchar Sinema is egocentricity on the take.Can anyone point to anything she added to BBB or BIF? On BIF she took Bidens proposal &amp; agreed to the GOP cutting it by 35%.On BBB she refused to raise corporate tax rate &amp; won't allow Medicare to negotiate all drugs.The no brainer Amy mentions,1462478528843239438,2021-11-21 17:50:27+00:00,0,rice_ricej,florida
8896,"@Roshan_Rinaldi I think the man is high. His job is to represent the people in his state. What has he done for them?
Infrastructure &amp; BBB he is against. 
He wants to dictate rather than listen to what the people want.",1462478474887647237,2021-11-21 17:50:14+00:00,0,yabusines1,The Afterlife
8897,@JustinTrudeau Stop the RCMP on Wet’suwet’en territoires. They’re making reconciliation look like a joke.,1462478388531130368,2021-11-21 17:49:54+00:00,8,michaellove76,"Vancouver, British Columbia"
8898,You still think Biden wants to Build Back Better? https://t.co/wDCDOZ1H3S,1462478384466960393,2021-11-21 17:49:53+00:00,0,HollyNapierTN,Everywhere
8899,It's neccesary to Reconciliation as,1462478308092882947,2021-11-21 17:49:34+00:00,0,srs_rsrchr_54,
8900,@MX5productions @BarackObama @POTUS It is structural and at any time most could fall that way. Build Back Better voting rights and First class citizenship! Still Happy Birthday to this POTUS BIDEN❣️❣️❣️,1462478294272598025,2021-11-21 17:49:31+00:00,0,TrendsPresident,"Raleigh, North Carolina"
8901,"@windycityJoJo Take paid leave out and he will concoct another bullshit excuse why he opposes BBB.   @Sen_JoeManchin is NOT a good faith actor - IS a bought and paid for shill for the energy lobby and Kochs.  @SenSchumer should remove him from all committees, starting with ENRC chairmanship",1462478277763907591,2021-11-21 17:49:27+00:00,0,ClemsonTiger92,"Charleston, SC"
8902,"Republican Rep. Kat Cammack of Florida was booed on the House Floor after she referred to the Build Back Better spending bill as ""Build Back Broke.”
https://t.co/njaUHomLky",1462478183001903108,2021-11-21 17:49:05+00:00,0,CliffW08950229,"Brooklyn, NY"
8903,"Hey @erinotoole  Your party went after Justin non-stop when he showed up in Tofino on the 1st National Truth &amp; Reconciliation Day. 

Can we get that same energy for #Wetsuweten?",1462478124302667785,2021-11-21 17:48:51+00:00,1,truptipatel,Toronto
8904,"Here’s some good Dem messaging. 

Listen to Brian Deese, the WH director of the National Economic Council on how BBB will reduce the deficit. https://t.co/ondy7DIUOC",1462478112982278145,2021-11-21 17:48:48+00:00,9,Inkling61,
8905,"How could anyone oppose the Build Back Better bill? It does literally everything both sides has wanted.

Jobs in America? You got it.
Cheaper drug prices? Heck yeah.
Affordable housing? Live it dude.
Education funding? Learn it.

Who would oppose those things?
... Oh yeah.",1462478070775009282,2021-11-21 17:48:38+00:00,1,TheGuyNamedJoe,"Omaha, NE"
8906,"Here's a reminder that you can't trust Boris Johnson or the Conservative Party

They have the audacity to keep their 2019 ""Build Back Better"" manifesto pledge up on their website when they have broken every single promise

I fixed it for them

 #JohnsonOut #ToryLies #TorySleaze https://t.co/5BDTDsOjkV",1462478065666248705,2021-11-21 17:48:37+00:00,0,katy_whitton,England
8907,"@levinecarrie WHITE PEOPLE, we have GOT to vote Democrat down ballot until the Republicans learn how to act, or we're never going to have any kind of movement forward at all, everybody needs to get involved this shit is scary. Spread the word abt the BBB act!",1462478047429509129,2021-11-21 17:48:32+00:00,6,OhHeyMan420,
8908,@ABCPolitics Pass the BBB bill and the Voting Rights bills. He will come roaring back!  Dems will have done so much good for this country.,1462477997957648393,2021-11-21 17:48:20+00:00,1,dgsmith66,"League City, TX"
8909,@JodiHernandezTV #build back better … oh wait this,1462477976310792193,2021-11-21 17:48:15+00:00,0,BtckenKen,LOST
8910,@DLPodcaster @DDBrocious1 https://t.co/4OnP68FIPz Yet he signed it and never saw a spending bill he would not sign.,1462477929624051720,2021-11-21 17:48:04+00:00,1,OldRedCedar,
8911,@Sen_JoeManchin @POTUS Give Joe #PresidentBiden a Birthday gift of BBB !!!!,1462477921763971080,2021-11-21 17:48:02+00:00,0,Debbiered1978,"Virginia, USA"
8912,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/369fI6CnUh,1462477919775641601,2021-11-21 17:48:02+00:00,0,Simplylisette,Oregon State
8913,@PublicDomainiac Yes exactly &amp; agree Alex. Gotta destroy first to “build back better” ffs.,1462477902105255949,2021-11-21 17:47:58+00:00,1,Crippsy1969,🇨🇦❤️🇺🇸
8914,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/YR6YGVBXtY,1462477897440980992,2021-11-21 17:47:56+00:00,0,chrishbenge,Vancouver BC
8915,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/BkrQjn4Q7a,1462477874112442377,2021-11-21 17:47:51+00:00,0,chrisdanne2,"gainesville, florida"
8916,"BRO issues Area Forecast Discussion (AFD) at Nov 21, 11:47 AM CST https://t.co/4YkZPCr6rF",1462477867053314052,2021-11-21 17:47:49+00:00,0,iembot_bro,"Brownsville, TX"
8917,'Well The Numbers Are In': Blackburn Rips Build Back Better Plan After C... https://t.co/ZrywrQGrs2 via @YouTube,1462477864419352581,2021-11-21 17:47:49+00:00,0,JevimWild,
8918,"@GOPLeader America is currently rated at 17th in 'best overall quality of life'.
All of the countries who rank better than the U.S. provide their citizens with social programs like those in the BBB bill for better &amp; lower cost  healthcare, education, soc security, paid family leave.

17th !",1462477843670224900,2021-11-21 17:47:44+00:00,7,canamman,
8919,@MyP_Chicago @cspanwj BBB could work if’s would be passed BUT Only if Congress gets more from the wealthy people are sick and tired of not moving up,1462477806194020353,2021-11-21 17:47:35+00:00,0,BrackettRonald,
8920,"Looks like Mr @EthioTube was a fan of Western Imperialism 3 years ago lol.

Moral of the story is time changes everything so leave room for reconciliation. Especially if you're in the diaspora and won't be directly affected. You will never regret having said #NoToWar! https://t.co/ljKVDLCjWr",1462477779312783366,2021-11-21 17:47:28+00:00,2,AbiyTheabiy,Washington D.C.
8921,"@nytimes If Actblue starts a Fund to bribe Manchun and Sienna to support the BBB bill, I will contribute ….",1462477772526346247,2021-11-21 17:47:27+00:00,3,FSansarricq,"New York, USA"
8922,"@POTUS 
Build Back Better:
Corporate America -- it's your turn
The wealthiest among us -- it's your turn
Elders -- it's your turn
Descendents of the ancestors -- it's your turn
Parents -- it's your turn
Those who have the heart to give care -- it's your turn",1462477765396021255,2021-11-21 17:47:25+00:00,0,BereftBarrister,"Philadelphia, PA"
8923,"@notmyopinionbut This falls within Agenda 21/2030 aka UN “sustainability” plan.  The Build Back Better, Green New Deal, Great Reset plans all fall within Agena 21/2030 guidelines.",1462477742788648960,2021-11-21 17:47:20+00:00,0,dumpingtea1773,US of Banana Republic
8924,@JustinTrudeau Yes by going on a vacation on truth and reconciliation day.,1462477700556365825,2021-11-21 17:47:09+00:00,6,jbourne_afdb,
8925,"@Amy_Siskind What you need now is what you are going to get--a COMPLETE rewrite of this disaster by Manchin. He will means testing everything, and use real budget assumptions with no absurd sunsets. BBB is DOA, thank GOD.",1462477664237752321,2021-11-21 17:47:01+00:00,25,Stimpyz1,High in the Custerdome
8926,"@FatimaSPak The National Reconciliation Ordinance (NRO) was an ordinance issued by the former President of Pakistan, General Pervez Musharraf, on October 5, 2007.",1462477630054273025,2021-11-21 17:46:53+00:00,0,PAK14_8_47,"Rawalpindi, Pakistan"
8927,“The failure to address the history of U.S. biological weapons use in Korea and China could have catastrophic consequences for the entire world. It is past time to place historical truth and reconciliation on the table.” https://t.co/i0JpbSHPjt,1462477613608300545,2021-11-21 17:46:49+00:00,8,jeff_kaye,USA
8928,"📬 I delivered “Pass BBB!” from Steven, a 🗳 verified voter in Tucson, Ariz., to @SenatorSinema #AZ02 #AZpol

📝 Write your own: https://t.co/z5540KFSKD https://t.co/UxNwxlvlCQ",1462477609040633857,2021-11-21 17:46:48+00:00,0,openletterbot,Text RESIST to 50409
8929,"It's almost as if National Truth and Reconciliation Day was completely meaningless.
@theJagmeetSingh @JustinTrudeau @erinotoole #Wetsuweten",1462477577826746371,2021-11-21 17:46:40+00:00,2,truptipatel,Toronto
8930,"That sweet sweet tax break for millionaires in the BBB bill should tell you all you need to know: 
The Dems don’t care. 

And we have had to live with it for decades. https://t.co/vOkgwO6tQp",1462477523464470540,2021-11-21 17:46:27+00:00,0,lacunalingua_3,
8931,"@ritavalley1 @DavidCornDC No but pass the recently proposed act outlawing voter suppression as well as pass the John Lewis voter legislation. These two pieces of legislation are more important than build back better, although I would like all three to become law ASAP.",1462477513905647620,2021-11-21 17:46:25+00:00,2,paruigaolcom,
8932,"Bernie Sanders is already gearing up to see Democrats' social-spending package 'strengthened', calling for taxes on the wealthy, lower prescription drug prices, and climate reform https://t.co/DlZESaZC5c via @businessinsider",1462477494670528521,2021-11-21 17:46:20+00:00,0,ddoorn,"Binghamton, NY"
8933,"Capehart and Abernathy on Rittenhouse acquittal, Build Back Better bill | PBS NewsHour https://t.co/1Sj1ay7iOf",1462477426726879239,2021-11-21 17:46:04+00:00,0,RochelleDavie13,"Tucson, AZ via N. CA"
8934,"The single biggest provision in Biden bill in first half-decade is tax cut for wealthy https://t.co/GuixsRuDXF Build Back Better, raises current $10,000 cap on federal tax deductions 4-state &amp; local taxes 2 $80,000, a significant tax cut 4 high earners in states with high taxes.",1462477392585248773,2021-11-21 17:45:56+00:00,0,MRSLDUCK,"California, USA"
8935,@SenSanders Then why's there no help to get SS SSDI SSI RR VA updated and out of poverty in the BBB,1462477385480212486,2021-11-21 17:45:54+00:00,0,AileenHeil,
8936,"@plantbasedlove1 @Leftist412 @luposapien @joeyrosati2 @blndsundoll4neo We have the votes now. 50 Democrat Senators and Kamala Harris as he tie breaker vote. We can pass reconciliation as well as end the filibuster to pass legislation through regular order.

We just need people to try.",1462477380459671561,2021-11-21 17:45:53+00:00,1,Smythea6,"Verona, NJ"
8937,'Well The Numbers Are In': Blackburn Rips Build Back Better Plan After C... https://t.co/4dl6y6soJf via @YouTube,1462477354706640903,2021-11-21 17:45:47+00:00,0,lschulz01,
8938,"@BuzzinTeach410 @books_adventure He's already talking to the Fed, though the causes of inflation aren't really under their purview this time. 

The BBB bill has many provisions to help, if it would just pass. That's Biden's bill, btw. 

He's also been working on freeing up the ports to move more through.",1462477339925880845,2021-11-21 17:45:44+00:00,0,CarinaHilbert,"Kalamazoo, MI"
8939,"@globalnews I agree.  100% I agree, he has to go.  Trudeau has a problem with being a liar.  He's given money to his family including his mother's worth of 30 minutes of her time for $200000.00 (could be more).  Not showing up for the Day of Reconciliation with Indigenous Peoples of Canada. https://t.co/QO8rcV9dEw",1462477336352329733,2021-11-21 17:45:43+00:00,0,PeterCMacDonald,
8940,"@Trytryt52181156 @Culbs @NickAdamsinUSA @jpmorgan Like the SALT tax deductions that's in the BBB bill?
It is the 2nd most expensive part of the bill and it benefits the rich.",1462477291431231491,2021-11-21 17:45:32+00:00,0,Steve_Go_Ducks,
8941,.@SenBooker .@SenatorMenendez Oxfam study shows annual losses due to #ClimateChange could be $4.8 Trillion by 2050 if we don't #ActOnClimate ñ Investment in the budget reconciliation in climate solutions is money well spent. https://t.co/kxMjtb2r7i,1462477265770463238,2021-11-21 17:45:26+00:00,0,MichaelBDack,
8942,Kevin McCarthy blasts Build Back Better: 'Big government socialism isn't working' https://t.co/0yfW3CgTut,1462477249165336585,2021-11-21 17:45:22+00:00,0,fredgoodfood,
8943,Manchin betrays colleagues who helped him with his latest Build Back Better demands https://t.co/TizNaeDQlZ,1462477223848550403,2021-11-21 17:45:16+00:00,1,glenntaxcwf,"Oreland, PA"
8944,"@GeorgeTakei Ok, explain 
87K  new irs agents
Zero border agents
It's OK to spy on hard working Americans 
And it is also OK to have an open border
People only hear the cost of BBB
Wait for the immigration cost to catch up
'We're doomed Master Luke'",1462477212465217539,2021-11-21 17:45:13+00:00,0,SueBeeCooper1,
8945,@HillReporter The unvaccinated will cost as much as the BBB program b4 COVID-19 is over. Too bad we cant tax them extra to pay for their lifesaving treatments.  I dont like paying for stupidity &amp; GQP/MAGAs who wish me dead!,1462477210611240962,2021-11-21 17:45:13+00:00,0,NancyABanker,"Georgia, USA"
8946,"@RajapaksaNamal Roads and sports is a start but there are bigger issues needed to have tackled. Language and access to officers who speak the local language, reconciliation or atlesst no victory parades, let who want to invest in north in, do away with overt and oppressive military presence!",1462477206198890504,2021-11-21 17:45:12+00:00,9,ANS213,"London, England"
8947,"@Aruthasexy1 Yes, absolutely.",1462477175299489800,2021-11-21 17:45:04+00:00,0,donna_bbb,
8948,Sentiment Speaks: The Market Does Not Like 'Build Back Better' https://t.co/GUKrrNrdDT,1462477153489072129,2021-11-21 17:44:59+00:00,5,MsResJudicata,France
8949,"Southern Black Men,

We Can't Trust The Trumps, The Courts, Corporate Media or The Blue Dog "" Centrist "" Democrats!

If You Agree---Please Call 

White House----202-456-1111

Sen. Schumer---202-224-6542 

https://t.co/OLWwuGnwm8",1462477098006818827,2021-11-21 17:44:46+00:00,0,mailmansr,"Charlotte, NC"
8950,Celebrating #FeastofChristTheKing with colleagues @KingsAtWestern. Bishop Fabbro @DOL_ca encourages us to look for signs of hope as we listen to cries of Indigenous Peoples during this time of Truth and Reconciliation. https://t.co/xTwsnKlCmK,1462477047696085000,2021-11-21 17:44:34+00:00,29,KingsPres,"London, Ontario"
8951,"Content of the ""Build Back Better"" social infrastructure is STILL not well understood, nor is how it is financed.
@GOP CONTINUOUSLY yell  ""socialism"" and ""higher taxes for all"". And DEMS? Relative silence; just repeating the mantra. 
Get to work @dccc!",1462477032491728905,2021-11-21 17:44:30+00:00,0,AnneNC,
8952,". @SenFeinstein,@AsmMarcLevine,@RepHuffman,@SenAlexPadilla,@ilike_mike,@CAgovernor Find out more about the Build Back Better Act https://t.co/ThK4RJ1uou #ProtectNatureNow #BBBAct #AntiGMO",1462477003488067586,2021-11-21 17:44:23+00:00,0,cmouse35,BayArea: Marin Co. 
8953,@JuliaHB1 @BorisJohnson @DominicRaab @RishiSunak @sajidjavid @trussliz It's all part of the build back better AKA the great reset. And unfortunately it will happen here soon!,1462476980201345030,2021-11-21 17:44:18+00:00,2,philcrewdson,
8954,"“Sharing a meal is a central feature in our social and community lives. From town fiestas to birthday parties, weddings, baptisms, to Noche Buena and Media Noche, food is a medium for conversation, healing, and reconciliation."" 💖

https://t.co/PObhpxb6AZ",1462476952367816705,2021-11-21 17:44:11+00:00,11,yogawithben,Republic of the Philippines
8955,@dinamitastan this is a pitiful attempt at reconciliation,1462476922135494658,2021-11-21 17:44:04+00:00,4,bobodenkirkfan1,im just coolin rn
8956,"discussing enem on language twt, can’t wait to discuss about bbb",1462476921648865286,2021-11-21 17:44:04+00:00,0,silenciogus,corrections are welcome
8957,@DS42813602 Build Back Better,1462476908201844738,2021-11-21 17:44:01+00:00,1,GuyFrees,Nevada Test Site
8958,"#NQ_F $QQQ #ES_F $SPY

Powell should be reinstated. Would be surprised if he is. 

If Brainard selected, markets will pullback on the announcement. 

Biden needs to mollify the AOCs in his party to get BBB through.",1462476898303463424,2021-11-21 17:43:58+00:00,0,AlphaSigma888,Wall Street
8959,"@RobertGarcia @BrianDeeseNEC Hey Brian, what do they have to pay you to go on TV  and parrot nonsensical drivel like ""BBB is paid for"" and ""will reduce the deficit and not raise inflation"" when even insiders know it is filled with usual budget crap you ran against and wont do thing to lower inflation?",1462476849087332354,2021-11-21 17:43:46+00:00,2,Stimpyz1,High in the Custerdome
8960,"Now everybody can see,the Republicans will vote against whatever bill the Dems submit like the infrastructure bill the BBB and once it's approved they'll take credit for it !!
What a fucking scumbags,as I said a product of defective genetics!!!",1462476847292334083,2021-11-21 17:43:46+00:00,27,garci32,EARTH !
8961,"I surely don't know what the hell his game is - but Manchin is going to vote no on Biden's BBB bill!

Biden &amp; Dems BETTER HAVE A PLAN B!

@POTUS 
@LeaderSchumer 
@JaimeHarrison 
@VP 
@SpeakerPelosi 
#TheDemocrats 
#DNC 
#SenateDems 
#HouseDems 
#ProgressiveCaucus 
#Indivisible",1462476842057752586,2021-11-21 17:43:45+00:00,1,KruzeTed,
8962,@DaveinAK @Tier1VetMed That’s such good news! I think that calls for a few chin scratches and treats.,1462476833027506176,2021-11-21 17:43:43+00:00,1,donna_bbb,
8963,"@amyklobuchar Biden caved to Sinema  because if he didn't agree with her ""Continued Cures Act) she wouldn't vote for BBB.Her bill mostly protects pharma profits rather than lower costs. Your bill lets Medicare  negotiate all drug prices but was killed by a disgustingly self centered Senator. https://t.co/hNLhbHguIC",1462476794976772109,2021-11-21 17:43:34+00:00,0,rice_ricej,florida
8964,"Build Back Better includes a $4.1 billion tax break for people who buy electric bicycles.

Fine and good but a reminder: Upwards of 90% of e-bikes are made in China, a country that does not have our interests in mind, to put it mildly. https://t.co/h7wlHxA83z",1462476777377476619,2021-11-21 17:43:29+00:00,0,laten_c,
8965,"Hidden on Page 1,647 of Biden's Huge Spending Bill Is a Plan Allowing Illegals to Get Billions of Dollars via @WestJournalism https://t.co/yYXjorBQqz",1462476763754381316,2021-11-21 17:43:26+00:00,0,CarolRicard,
8966,@HisLittle_1 Did you got to the BBB?,1462476747560132608,2021-11-21 17:43:22+00:00,1,_Masterseye,ask lottie for wishlist 😘
8967,"Watch ""'The President Was Not Telling The Truth': Psaki Clashes With Reporter Over Cost Of BBB"" on YouTube https://t.co/8ZaDp5zmWt",1462476745513189377,2021-11-21 17:43:22+00:00,0,PamBoothEnergy,
8968,@domnogin They cut out the provisions from the Build Back Better bill which were key parts of Bidens campaign. And made tax cuts for the rich the one of the most expensive part. Despite all of us knowing that they don't need tax cuts and the loop holes we have must be challenged.,1462476682678337540,2021-11-21 17:43:07+00:00,0,CruthneSidhe,The Enterprise
8969,@rhonda_devries @RepKatCammack No I say HELL NO to Build Back Better. Stop with the push towards socialism.,1462476670397337600,2021-11-21 17:43:04+00:00,0,drum_mud,Crazy california 
8970,"""The outdated industry is coal-powered electrical plants. The growing craze is cryptocurrency. And the man is, of course, West Virginia Sen. Joe Manchin."" https://t.co/R2PZtXftKk",1462476619482812420,2021-11-21 17:42:52+00:00,0,TOEACHHISPHONE,SanFranciscoBayArea
8971,"@BillCassidy Woulda been nice if you voted for it, Senator. How about supporting the BBB when it shows up in the Senate?",1462476593788604424,2021-11-21 17:42:46+00:00,0,CharlesRuhe,"New Orleans, LA"
8972,.@SenatorHassan .@SenatorShaheen Oxfam study shows annual losses due to #ClimateChange could be $4.8 Trillion by 2050 if we don't #ActOnClimate ñ Investment in the budget reconciliation in climate solutions is money well spent. https://t.co/kxMjtb2r7i,1462476561773305856,2021-11-21 17:42:38+00:00,0,MichaelBDack,
8973,"Democrats repeatedly claim that the BBB reconciliation bill is overwhelmingly popular with voters, which we can only take to mean that huge tax cuts for the top 5% to 0.5% and a mere 1 year extension of the enhanced CTC &amp; EITC are what the vast majority of voters want. 👍",1462476560657649664,2021-11-21 17:42:38+00:00,1,chriswithans,"California, USA"
8974,"Maybe petty—but it's fine for a congresswoman *of the same party* to publicly refer to the #President of the U.S. as simply ""Biden"" now, like they're players on the same hockey team? Did Biden ever call her ""AOC?"" OK.
#Biden #JoeBiden #PresidentBiden #AOC

https://t.co/5omV50Vf2K",1462476559680425994,2021-11-21 17:42:37+00:00,1,japecake,
8975,@POTUS IRS weaponizes aginst the Middle Class and the Poor to pay for BBB. More Lies https://t.co/DJtSBzQblF,1462476541879889920,2021-11-21 17:42:33+00:00,0,RogerRa09234150,Earth
8976,". @RepJackBergman,@SenGaryPeters,@SenStabenow,@GovWhitmer Support the Build Back Better Act https://t.co/SZqSIy22UK #ProtectNatureNow #BBBAct #GMO",1462476527254355975,2021-11-21 17:42:30+00:00,0,Caroleo217,"Traverse City, MI"
8977,"House passed reconciliation bill protects our coast from offshore oil drilling.
https://t.co/L479aPM0GP",1462476512905551873,2021-11-21 17:42:26+00:00,0,SCSBCC,South Carolina
8978,"The New York Times: How Nancy Pelosi Got Biden's Build Back Better Bill Back on Track.
https://t.co/EFxZGPkSER

via @GoogleNews",1462476491380473859,2021-11-21 17:42:21+00:00,0,proudCanadavet,Canada 
8979,"@TxPlantsman @RepMcGovern Look, if Manchin &amp; Sinema piss on the House BBB version &amp; send it back laughing to the House, it's the same as the Senate just ignoring it

But if it passes the Senate with only the most minor changes (fixed misspellings??), I will be on Twitter to tell you I'm wrong. Guaranteed",1462476464821977090,2021-11-21 17:42:15+00:00,0,EnragedApostate,"Elk Grove, Golden State"
8980,"@WhiteHouse The biggest liars in America are the lawyers, politicians, and the GANG of cops they lead!! Your build back better plan is trash!! And due to the backed up shipping ports, and multiple strikes companies are fighting is the only reason inflation will come to a halt!!",1462476422665093126,2021-11-21 17:42:05+00:00,0,dustinmo2442,
8981,"If the reconciliation bill doesn’t pass soon, House progressives won't be inclined to back Dem leadership again, @AOC warns:

“So if those promises don’t follow thru, it’s going to be very, very difficult for them to get votes on anything moving forward."" https://t.co/Z1tTrUs7AH",1462476294432636930,2021-11-21 17:41:34+00:00,50,kenvogel,
8982,‘Moderate’ Dems Break Promises With Vote for Reconciliation Bill https://t.co/BDA932JQKs,1462476211603529728,2021-11-21 17:41:14+00:00,0,FLMomNYGirl,"Florida, USA"
8983,Biden’s Inflation Pitch Doesn’t Pass the Laugh Test  https://t.co/73RjxGTvV3,1462476151847276546,2021-11-21 17:41:00+00:00,0,shehzadyounis,Thinkstan
8984,House Democrats Just Gave Their Party a Fighting Chance in 2022 | The Nation https://t.co/JTpJ70UmnK,1462476143387365387,2021-11-21 17:40:58+00:00,0,TrudyLBLB,"Wisconsin, USA"
8985,Biden Tax Plan Passed by House: How the Build Back Better Act Could Affect Your Tax Bill https://t.co/LC8SR2ClAN via @Kiplinger #financialplanning #moneymatters #BuildBackBetter #wealthmanagement #taxtips #personalfinance,1462476089612242947,2021-11-21 17:40:45+00:00,0,somersetwealth,
8986,"The “Build Back Better” bill is at the center of the president’s agenda, but issues such as state and local taxes divide Democratic senators https://t.co/ctoQQ0GmXQ",1462476068888195073,2021-11-21 17:40:40+00:00,2,WSJPolitics,"Washington, D.C."
